code,artist,title,url,notes
9902652,ABEL E CAIM,NATUREZA,https://www.youtube.com/watch?v=nbRFmyNOEtY,
9902653,ABEL E CAIM,O BARCO,https://www.youtube.com/watch?v=vuB5s3Dlm6k,
9902654,ABEL E CAIM,SANTA LUZIA,https://www.youtube.com/watch?v=Kx1YsIv8BN4,
9902655,ABEL E CAIM,ÚLTIMO ADEUS,https://www.youtube.com/watch?v=_Q6_Y8dT22U,
9902656,Absyntho,Medo Feroz (Sylvinho),https://www.youtube.com/watch?v=rlT4tkpx-tY,
9902657,ABSYNTHO,SÓ A LUA,https://www.youtube.com/watch?v=4KFJPYrAh3o,
9902658,ABSYNTHO,URSINHO BLAU BLAU,https://www.youtube.com/watch?v=oLj69Ovwx-A,
9902659,AC/DC,HIGHWAY TO HELL,https://www.youtube.com/watch?v=IyVp3x7i5o4,
9902660,ACADEMIA DA FAMA,PALCO,https://www.youtube.com/watch?v=B5JiZdBfuUI,
9902661,ACÁCIO O FERINHA DA BAHIA,NOITES SEM SONO,https://www.youtube.com/watch?v=zLl1YQ2FgJM,
9902662,ACÁCIO O FERINHA DA BAHIA,NÃO ME PERDOEI,https://www.youtube.com/watch?v=q6ABUYsuv88,
9902663,ACÁCIO O FERINHA DA BAHIA,PORQUE HOMEM NÃO CHORA,https://www.youtube.com/watch?v=NTu7zV5vHaY,
9902664,ACÁCIO O FERINHA DO FORRÓ,ESSA NOITE FOI MARAVILHOSA,https://www.youtube.com/watch?v=YrjnBPokWmY,
9902665,ACÁCIO O FERINHA DO FORRÓ,EU QUERO UM AMOR,https://www.youtube.com/watch?v=HoMX9to32qI,
9902666,ACÁCIO O FERINHA DO FORRÓ,MEU GRANDE AMOR,https://www.youtube.com/watch?v=Mf-91zBqdbM,
9902667,ACÁCIO O FERINHA DO FORRÓ,O RELÓGIO ATRASOU,https://www.youtube.com/watch?v=kiO7cjAQqeI,
9902668,ADAIR CARDOSO,QUE SE DANE O MUNDO,https://www.youtube.com/watch?v=3Onka3DFfTo,
9902669,ADALBERTO E ADRIANO,ATITUDES,https://www.youtube.com/watch?v=twjkS8mXY0Y,
9902670,ADALBERTO E ADRIANO,CULPADOS,https://www.youtube.com/watch?v=oaKnpdtyKqg,
9902671,ADALBERTO E ADRIANO,VOCÊ SÓ ME FAZ FELIZ,https://www.youtube.com/watch?v=SFH_-x2l5fk,
9902672,ADEILSON REZENDE,VIOLA ESTÁ CHORANDO,https://www.youtube.com/watch?v=8XMRUarsNG0,
9902673,ADELE,WATER UNDER THE BRIDGE,https://www.youtube.com/watch?v=oQ19dfUpuWA,
9902674,Adelino Nascimento,O pobrezinho,https://www.youtube.com/watch?v=tSzDjbZ87XA,
9902675,Adelmario Coelho Feitiço de Mulher,,https://www.youtube.com/watch?v=-vnWbXnHHfg,
9902676,ADELMÁRIO COELHO,ADEUS MARIANA,https://www.youtube.com/watch?v=Y5HpIDSnHdc,
9902677,ADELMÁRIO COELHO,ATÉ MAIS VÊ,https://www.youtube.com/watch?v=vGZOSVMTxD4,
9902678,ADEMAR SILVA,AMIGO VELHO,https://www.youtube.com/watch?v=Yv5lMtWN7R4,
9902679,ADEMIR GOMES,O MATUTO DE JESUS,https://www.youtube.com/watch?v=0R-kegt1lU8,
9902680,ADILSON E SILVINHA,VOU SAIR POR AI,https://www.youtube.com/watch?v=Elx8zkLeIvc,
9902681,ADILSON RAMOS,MEU NOME É NINGUÉM+NINGUÉM É DE NINGUÉM,https://www.youtube.com/watch?v=147WXA_030o,
9902682,Adilson Ramos,pot-pourri Sonhar contigo,https://www.youtube.com/watch?v=uxxG77JP2Ts,
9902683,ADILSON RAMOS,RELÓGIO+SOLAMENTE UNA VEZ+PERFIDIA,https://www.youtube.com/watch?v=hIauOJBKC6o,
9902684,ADILSON RAMOS,SONHAR CONTIGO,https://www.youtube.com/watch?v=kiFriJ_R3Y4,Novo Arranjo
9902685,ADILSON RAMOS,SONHAR CONTIGO,https://www.youtube.com/watch?v=N2ZQuARfQaY,
9902686,ADILSON RAMOS,SONHAR CONTIGO+SONHEI COM VOCÊ+DUAS FLORES,https://www.youtube.com/watch?v=VzMtdWGs0Fc,
9902687,ADIR ZANOVELLO,VIZINHA BOA,https://www.youtube.com/watch?v=6zqnuTtCDPI,
9902688,ADONIRAN BARBOSA,AI QUE SAUDADES DA AMÉLIA,https://www.youtube.com/watch?v=kKrPDz8iAGg,
9902689,ADONIRAN BARBOSA,AI QUE SAUDADES DA AMÉLIA,https://www.youtube.com/watch?v=E29emj9FFG0,
9902690,ADONIRAN BARBOSA,"MULHER, PATRÃO E CACHAÇA",https://www.youtube.com/watch?v=pHlO6XvH-Ro,
9902691,ADONIRAN BARBOSA,SAMBA DO ARNESTO,https://www.youtube.com/watch?v=OWlDzhcOsSc,
9902692,ADONIRAN BARBOSA,SAUDOSA MALOCA,https://www.youtube.com/watch?v=1Kc6ydt8hT4,
9902693,ADONIRAN BARBOSA,TIRO AO ALVARO,https://www.youtube.com/watch?v=LIw-VJ8E6_0,
9902694,ADONIRAN BARBOSA,TREM DAS ONZE,https://www.youtube.com/watch?v=htMlJObFrk0,
9902695,ADRIANA,I LOVE YOU BABY,https://www.youtube.com/watch?v=Bipd0ngwW2k,
9902696,ADRIANA,QUANDO VOCÊ PARTIR,https://www.youtube.com/watch?v=yjDCEE2P8Iw,
9902697,ADRIANA ARYDES,GUARDIÕES,https://www.youtube.com/watch?v=rvD7DSTjgHs,
9902698,ADRIANA CALCANHOTO,DEVOLVA ME,https://www.youtube.com/watch?v=IbaZHhD2Zpg,Novo Arranjo
9902699,ADRIANA CALCANHOTO,FICO ASSIM SEM VOCÊ,https://www.youtube.com/watch?v=sb90PC4I40I,
9902700,ADRIANA CALCANHOTO,VAMBORA,https://www.youtube.com/watch?v=HhF2n1epPGM,
9902701,ADRIANA CALCANHOTTO,BEIJO SEM,https://www.youtube.com/watch?v=tYRm-Bpg4Bc,
9902702,ADRIANA CALCANHOTTO,DEVOLVA ME,https://www.youtube.com/watch?v=MoHXEcjvu1Q,
9902703,ADRIANA CALCANHOTTO,FICO ASSIM SEM VOCÊ,https://www.youtube.com/watch?v=JFvy0o_DfMk,
9902704,ADRIANA CALCANHOTTO,MAIS FELIZ,https://www.youtube.com/watch?v=8M_nkDsG-NE,
9902705,ADRIANA CALCANHOTTO,MARESIA,https://www.youtube.com/watch?v=6bK2rzZP-zE,
9902706,ADRIANA CALCANHOTTO,MENTIRAS,https://www.youtube.com/watch?v=pjAZPO_6L7o,
9902707,ADRIANA CALCANHOTTO,METADE,https://www.youtube.com/watch?v=vqAj2cS3ZSc,
9902708,ADRIANA CALCANHOTTO,MULHER SEM RAZÃO,https://www.youtube.com/watch?v=7-Kkdb6Qvt8,
9902709,ADRIANA CALCANHOTTO,PELOS ARES,https://www.youtube.com/watch?v=mQG6HivFrf0,
9902710,ADRIANA E A RAPAZIADA,SÓ FALTAVA VOCÊ,https://www.youtube.com/watch?v=HP9SDuequtM,
9902711,ADRIANA LUA,MEDLEY LAMBADA,https://www.youtube.com/watch?v=e8aDenPN4nU,
9902712,ADRIANA LUA,O MOVIMENTO,https://www.youtube.com/watch?v=xbCjqQh7oBA,
9902713,ADRIANA RIBEIRO,DESCONTROLE,https://www.youtube.com/watch?v=PQ6tVw4TN3c,
9902714,ADRIANA RIBEIRO,DESCONTROLE,https://www.youtube.com/watch?v=hwDzQGExP5A,
9902715,ADRIANA RIBEIRO,E AGORA,https://www.youtube.com/watch?v=9llBu3hKddo,
9902716,ADRIANA RIBEIRO,E AGORA,https://www.youtube.com/watch?v=U1HnPY9q-qk,
9902717,ADRIANA RIBEIRO,SAUDADE VEM,https://www.youtube.com/watch?v=YzQk35SMiB8,
9902718,ADRIANA RIBEIRO E LUIS CARLOS,SEMPRE SOU EU,https://www.youtube.com/watch?v=CVjrYyDFUzI,
9902719,ADRIANA RIBEIRO E LUIZ CARLOS,SEMPRE SOU EU,https://www.youtube.com/watch?v=EJgmyOZe6Lk,
9902720,ADRIANO BATIDÃO,A POLICIA TÁ ATRAS DELE,https://www.youtube.com/watch?v=TD4HPidzgEA,
9902721,ADRIANO COSTA,CAMISA BRANCA,https://www.youtube.com/watch?v=0m4sSKhDhOE,
9902722,ADRIANO LIMA,A CASA É NOSSA,https://www.youtube.com/watch?v=3OONH3U-Ld8,
9902723,ADRYANA E A RAPAZIADA,FIM DE NOITE,https://www.youtube.com/watch?v=WLGjRkCZAiE,
9902724,ADRYANA E A RAPAZIADA,TUDO PASSA,https://www.youtube.com/watch?v=BteGcfe3-ZA,
9902725,ADRYANA RIBEIRO,LUZ DO DESEJO,https://www.youtube.com/watch?v=CcdzvYPz3sY,
9902726,ADRYANA RIBEIRO,QUE MISTURADA,https://www.youtube.com/watch?v=LbV8jTQhEN4,
9902727,ADSON & ALANA E EDY LEMOND,FAÇO TUDO POR VOCÊ,https://www.youtube.com/watch?v=259wC5MTPZE,
9902728,ADSON E ALANA,USOU E ABUSOU,https://www.youtube.com/watch?v=zgg3wMxA6-g,
9902729,AEROSMITH,AMAZING,https://www.youtube.com/watch?v=pOzu9gZ3hYw,
9902730,AEROSMITH,CRYIN,https://www.youtube.com/watch?v=fVWInlC5Kxw,
9902731,AFONSO NIGRO,BRILHO NO OLHAR,https://www.youtube.com/watch?v=4HFiyZ3a_dU,
9902732,AFONSO NIGRO,TALVEZ SEJA AMOR,https://www.youtube.com/watch?v=SLReMCjiAdQ,
9902733,AFONSO NIGRO,TALVEZ SEJA AMOR,https://www.youtube.com/watch?v=uofhfDx_xgE,
9902734,AGEPÊ,ATALHOS,https://www.youtube.com/watch?v=XhR-dh0ZI2Q,
9902735,AGEPÊ,CAMA E MESA,https://www.youtube.com/watch?v=BciNSw9rMdk,
9902736,AGEPÊ,DEIXA EU TE AMAR,https://www.youtube.com/watch?v=YJHs94dpvRs,Novo Arranjo
9902737,AGEPÊ,DEIXA EU TE AMAR,https://www.youtube.com/watch?v=BRC2pPHjf4I,
9902738,AGEPÊ,ELA NÃO GOSTA DE MIM,https://www.youtube.com/watch?v=JWJ4zTXXXsQ,
9902739,AGEPÊ,ERRADO FUI EU,https://www.youtube.com/watch?v=z282pZ6ZUQA,
9902740,AGEPÊ,LOUCA,https://www.youtube.com/watch?v=vDQ7qnv9DZ4,
9902741,AGEPÊ,LÁ VEM O TREM,https://www.youtube.com/watch?v=Bw2qru3FWaw,
9902742,AGEPÊ,MAMA,https://www.youtube.com/watch?v=Zme3JMYHMS4,
9902743,AGEPÊ,ME LEVA,https://www.youtube.com/watch?v=7c3f4mmRLP0,
9902744,AGEPÊ,ME LEVA + DEIXA EU TE AMAR,https://www.youtube.com/watch?v=f1Sp-hzVq-I,
9902745,AGEPÊ,MORO ONDE NÃO MORA NINGUÉM,https://www.youtube.com/watch?v=HM1LSVwcyR8,
9902746,AGEPÊ,MOÇA CRIANÇA,https://www.youtube.com/watch?v=bqKG-s_-EK0,
9902747,AGEPÊ,MOÇA CRIANÇA,https://www.youtube.com/watch?v=GA0IJSlmBnE,
9902748,AGEPÊ,NO CALOR DO TEU AMOR,https://www.youtube.com/watch?v=jH0aVQj8L7A,
9902749,AGEPÊ,TEMPO DE AMAR,https://www.youtube.com/watch?v=dSN8RA5uecg,
9902750,AGEPÊ,VIROU MANIA,https://www.youtube.com/watch?v=gkuGm2ItyAg,
9902751,AGITO TOTAL,NÃO FALA NÃO PRA MIM,https://www.youtube.com/watch?v=B_HJWtQW_xo,
9902752,AGNALDO RAYOL,A PRAIA,https://www.youtube.com/watch?v=WjexM3RXYSw,
9902753,Agnaldo Rayol,A Praia,https://www.youtube.com/watch?v=2XJUJk2JIR4,
9902754,AGNALDO TIMÓTEO,24 HORAS DE AMOR,https://www.youtube.com/watch?v=X2cTxj2pZ7w,
9902755,AGNALDO TIMÓTEO,A CASA DO SOL NASCENTE,https://www.youtube.com/watch?v=DN7TyOqLUrc,
9902756,AGNALDO TIMÓTEO,A CASA DO SOL NASCENTE,https://www.youtube.com/watch?v=wnASXF8E4O0,
9902757,AGNALDO TIMÓTEO,A HORA DO AMOR,https://www.youtube.com/watch?v=5ky5lLRdqwQ,
9902758,AGNALDO TIMÓTEO,ALINE,https://www.youtube.com/watch?v=djIzqIXl_Gs,
9902759,AGNALDO TIMÓTEO,AMANTE À MODA ANTIGA,https://www.youtube.com/watch?v=3fUNQWsJkSU,
9902760,AGNALDO TIMÓTEO,COMO VAI VOCÊ,https://www.youtube.com/watch?v=TjTkOlE4CMw,
9902761,AGNALDO TIMÓTEO,CUSTE O QUE CUSTAR,https://www.youtube.com/watch?v=Sf03fMxt5-w,
9902762,AGNALDO TIMÓTEO,EMOÇÕES,https://www.youtube.com/watch?v=bQdH-sbEHJo,
9902763,AGNALDO TIMÓTEO,FERA FERIDA,https://www.youtube.com/watch?v=163iM0mgXXs,
9902764,AGNALDO TIMÓTEO,FICA COMIGO ESTA NOITE,https://www.youtube.com/watch?v=zTEQevKDIkc,
9902765,AGNALDO TIMÓTEO,MAMÃE,https://www.youtube.com/watch?v=4SqllfX2tH0,
9902766,AGNALDO TIMÓTEO,MEU GRITO,https://www.youtube.com/watch?v=oSN1NdDJa0g,
9902767,Agnaldo Timóteo,Meu grito,https://www.youtube.com/watch?v=9fSQBOgEbqo,
9902768,AGNALDO TIMÓTEO,NA HORA DO ADEUS,https://www.youtube.com/watch?v=SQylT6pzG_w,
9902769,AGNALDO TIMÓTEO,NÃO SE ESQUEÇA DE MIM,https://www.youtube.com/watch?v=Dxi-gdpmmHk,
9902770,AGNALDO TIMÓTEO,O FIM,https://www.youtube.com/watch?v=oRKPlkafyWo,
9902771,AGNALDO TIMÓTEO,OBRIGADO MÃE,https://www.youtube.com/watch?v=rGZ2DTTIjOc,
9902772,AGNALDO TIMÓTEO,OS VERDES CAMPOS DA MINHA TERRA,https://www.youtube.com/watch?v=pt7yK__y5Nw,
9902773,AGNALDO TIMÓTEO,OUTRA VEZ,https://www.youtube.com/watch?v=hdLrInSOfRc,
9902774,AGNALDO TIMÓTEO,QUEM É,https://www.youtube.com/watch?v=qTTg-x0qNgI,
9902775,AGNALDO TIMÓTEO,TUDO PASSARA,https://www.youtube.com/watch?v=YM5UmHPvXg8,
9902776,AGOSTINHO DOS SANTOS,BALADA TRISTE,https://www.youtube.com/watch?v=_PaC7sooK_E,
9902777,AGOSTINHO DOS SANTOS,MOMENTOS NOSSOS,https://www.youtube.com/watch?v=gG7F3v12l3w,
9902778,"AgroPlay, Ana Castela",Nosso Quadro,https://www.youtube.com/watch?v=grVqxO7LGps,
9902779,AIR SUPPLY,ALL OUT OF LOVE,https://www.youtube.com/watch?v=qQbpCC61eEQ,
9902780,AIR SUPPLY,EVEN THE NIGHTS ARE BETTER,https://www.youtube.com/watch?v=LPxc1Bw0RGc,
9902781,AIR SUPPLY,GOODBYE,https://www.youtube.com/watch?v=jtTb4rzRWFA,
9902782,AIR SUPPLY,HERE I AM,https://www.youtube.com/watch?v=Y57y5b0J4CU,
9902783,AIR SUPPLY,I CANT WAIT FOREVER,https://www.youtube.com/watch?v=hrn2KfKw__c,
9902784,AIR SUPPLY,LONELY IS THE NIGHT,https://www.youtube.com/watch?v=1P43_8vJYfo,
9902785,AIR SUPPLY,LOST IN LOVE,https://www.youtube.com/watch?v=LYqW9CUD4ls,
9902786,AIR SUPPLY,MAKING LOVE OUT OF NOTHING AT ALL,https://www.youtube.com/watch?v=LUcdQZeCu5o,
9902787,AIR SUPPLY,THE ONE THAT YOU LOVE,https://www.youtube.com/watch?v=rsnyquibVgw,
9902788,AIRTON ARAUJO,ILUSÃO PERDIDA,https://www.youtube.com/watch?v=u6fXHOnytuo,
9902789,AIRTON ARAUJO,PONTO DE CHEGADA,https://www.youtube.com/watch?v=ab_-buLyJKI,
9902790,ALAN DIAS,O GARRAFÃO,https://www.youtube.com/watch?v=2zEsq-nab8A,
9902791,ALAN E ALADIM,A DOIS GRAUS,https://www.youtube.com/watch?v=huWKxndOlJA,
9902792,ALAN E ALADIM,DOIS PASSARINHOS,https://www.youtube.com/watch?v=MuPSKeQGoEU,
9902793,ALAN E ALADIM,LIGUEI PRA DIZER QUE TE AMO,https://www.youtube.com/watch?v=bjkvqGbqaBs,
9902794,ALAN E ALADIM,NÃO VÁ,https://www.youtube.com/watch?v=h64J8gPFG74,
9902795,ALAN E ALADIM,O PRIMEIRO EM SUA VIDA,https://www.youtube.com/watch?v=0r8gZHpLJNM,
9902796,ALAN E ALADIM,PRA PODER VOLTAR AQUI,https://www.youtube.com/watch?v=0okJeYm91sY,
9902797,ALAN E ALADIM,TARDES MORENAS DE MATO GROSSO,https://www.youtube.com/watch?v=BDM64duB-sA,
9902798,ALAN E ALADIM,TE AMO DE CORAÇÃO,https://www.youtube.com/watch?v=PrDJNwyNGVc,
9902799,ALAN E ALEX,O MIÓ QUE TÁ TENO,https://www.youtube.com/watch?v=4_M9BRwMoOQ,
9902800,ALANA TAVARES,CORAÇÃO VAGABUNDO,https://www.youtube.com/watch?v=pfWbn4NcnTg,
9902801,ALANIS MORISSETTI,THAT I WOULD BE GOOD,https://www.youtube.com/watch?v=ZZpKBLs-x70,
9902802,Alanzim Coreano,O Apostador,https://www.youtube.com/watch?v=K_OgDRU9bUE,
9902803,Alanzim Coreano,Pega o Guanabara,https://www.youtube.com/watch?v=WEzMjZx1TH0,
9902804,ALANZIM COREANO,PEGA O GUANABARA E VEM,https://www.youtube.com/watch?v=HCfMlUMFyC0,
9902805,ALANZIM COREANO E LORENZO,A LUA,https://www.youtube.com/watch?v=S8l_F5Hmp38,
9902806,ALBERTO MORENO,AGORA EU NÃO SEI NÃO,https://www.youtube.com/watch?v=AL-lRTG4cWc,
9902807,Alberto Moreno,Batom gosto de fruta,https://www.youtube.com/watch?v=jEVQO-gpZOE,
9902808,ALCEU VALENÇA,ANUNCIAÇÃO,https://www.youtube.com/watch?v=IG3pdLH0oMU,
9902809,ALCEU VALENÇA,ANUNCIAÇÃO,https://www.youtube.com/watch?v=yHa0us26NcU,
9902810,ALCEU VALENÇA,BICHO MALUCO BELEZA,https://www.youtube.com/watch?v=j6ZzD3XysoQ,
9902811,ALCEU VALENÇA,BOM DEMAIS,https://www.youtube.com/watch?v=TPobrOw8xY4,
9902812,ALCEU VALENÇA,COMO DOIS ANIMAIS,https://www.youtube.com/watch?v=M3H_Uk-2upY,
9902813,ALCEU VALENÇA,COMO DOIS ANIMAIS,https://www.youtube.com/watch?v=ocn0ZAmxvAo,
9902814,Alceu Valença,Como dois animais,https://www.youtube.com/watch?v=DTtPQi_NAnI,
9902815,ALCEU VALENÇA,CORAÇÃO BOBO,https://www.youtube.com/watch?v=RQTxgCiyDDc,
9902816,ALCEU VALENÇA,CORAÇÃO BOBO,https://www.youtube.com/watch?v=0foehE21r70,
9902817,Alceu Valença,Deusa da Noite,https://www.youtube.com/watch?v=E7yp2fnYauQ,
9902818,ALCEU VALENÇA,DIABO LOURO,https://www.youtube.com/watch?v=jjHZ6BAEZmo,
9902819,Alceu Valença,Flor de Tangerina,https://www.youtube.com/watch?v=eJ8JHP5M7ac,
9902820,ALCEU VALENÇA,FLÔR DE TANGERINA,https://www.youtube.com/watch?v=PADOACoTyFY,
9902821,ALCEU VALENÇA,GIRASSOL,https://www.youtube.com/watch?v=9-3dX8S5DOU,
9902822,Alceu Valença,Girassol,https://www.youtube.com/watch?v=710KeRmeOmE,
9902823,ALCEU VALENÇA,HINO DO GALO DA MADRUGADA,https://www.youtube.com/watch?v=7ok5nSWWuZM,
9902824,ALCEU VALENÇA,LA BELLE DE JOUR,https://www.youtube.com/watch?v=a494pm5Wi6I,
9902825,ALCEU VALENÇA,LA BELLE DE JOUR+ANUNCIAÇÃO,https://www.youtube.com/watch?v=ZAVVYsZwnAo,
9902826,Alceu Valença,Leque moleque,https://www.youtube.com/watch?v=HYWkh1akp7A,
9902827,ALCEU VALENÇA,ME SEGURA SE NÃO EU CAIO,https://www.youtube.com/watch?v=qKYvXLLJLUg,
9902828,ALCEU VALENÇA,MORENA TROPICANA,https://www.youtube.com/watch?v=likoUjb5j0k,
9902829,ALCEU VALENÇA,MORENA TROPICANA,https://www.youtube.com/watch?v=mvGs3nEcJ1s,
9902830,Alceu Valença,Morena Tropicana,https://www.youtube.com/watch?v=lejAEBGRf_Q,
9902831,Alceu Valença,Pot-pourri - Bom demais - Me segura se não eu caio,https://www.youtube.com/watch?v=7nFBwZfR_A8,
9902832,Alceu Valença,Tomara,https://www.youtube.com/watch?v=UsrbZiNIGu8,
9902833,ALCEU VALENÇA,VOLTEI RECIFE,https://www.youtube.com/watch?v=GsZRPHwT9d8,
9902834,Alcione,A Loba,https://www.youtube.com/watch?v=pJ0gMD83mbc,
9902835,Alcione,A Loba (Tom baixo),https://www.youtube.com/watch?v=0VADY9kaYQ8,
9902836,ALCIONE,ALÉM DA CAMA,https://www.youtube.com/watch?v=oc6f9VsdMbg,
9902837,ALCIONE,AMOR SURREAL,https://www.youtube.com/watch?v=1TQcQXH49KE,
9902838,ALCIONE,CORRENTE DE AÇO,https://www.youtube.com/watch?v=_DTWjxgH38M,
9902839,ALCIONE,DE BABADO,https://www.youtube.com/watch?v=ntSf3E0C6VI,
9902840,ALCIONE,DELIRIOS DE AMOR,https://www.youtube.com/watch?v=WWQkK8V9bjg,
9902841,ALCIONE,ENQUANTO HOUVER SAUDADE,https://www.youtube.com/watch?v=UAjxCBeH6NQ,
9902842,ALCIONE,ESTRANHA LOUCURA,https://www.youtube.com/watch?v=GzgZtVYNw3U,
9902843,ALCIONE,ESTRELA LUMINOSA,https://www.youtube.com/watch?v=IFwH9jg5OXc,
9902844,ALCIONE,FAZ UMA LOUCURA POR MIM,https://www.youtube.com/watch?v=I25Oi0bna20,
9902845,ALCIONE,GOSTOSO VENENO,https://www.youtube.com/watch?v=LRSDY5KBLRk,
9902846,ALCIONE,JUIZO FINAL,https://www.youtube.com/watch?v=IhD4or9Ts_Y,
9902847,ALCIONE,LINDA FLÔR,https://www.youtube.com/watch?v=LqzsDV96Gsk,
9902848,ALCIONE,MEU VICIO É VOCÊ,https://www.youtube.com/watch?v=ldhPFAH9gkI,
9902849,ALCIONE,MEU VICIO É VOCÊ,https://www.youtube.com/watch?v=DzdOwdKrsYc,
9902850,ALCIONE,MEU ÉBANO,https://www.youtube.com/watch?v=XEvRSNnTzmk,
9902851,Alcione,Meu Ébano,https://www.youtube.com/watch?v=9hQJ-1c6X9Q,
9902852,ALCIONE,MULHER IDEAL,https://www.youtube.com/watch?v=DjanAskSXXE,
9902853,ALCIONE,NEM MORTA,https://www.youtube.com/watch?v=JrNVwld7_us,
9902854,ALCIONE,NÃO DEIXE O SAMBA MORRER,https://www.youtube.com/watch?v=6n8XExx9zv4,
9902855,ALCIONE,NÃO DEIXE O SAMBA MORRER,https://www.youtube.com/watch?v=M8b_t-bwRUM,
9902856,ALCIONE,O MUNDO É DE NÓS DOIS,https://www.youtube.com/watch?v=Uhzpd_pS6MQ,
9902857,ALCIONE,O QUE EU FAÇO AMANHÃ,https://www.youtube.com/watch?v=cm6mtcaml0M,
9902858,ALCIONE,O QUE EU FAÇO AMANHÃ,https://www.youtube.com/watch?v=cXC0veRsgMk,
9902859,ALCIONE,O SURDO,https://www.youtube.com/watch?v=-bLsvIp6Nbc,
9902860,ALCIONE,PIOR É QUE EU GOSTO,https://www.youtube.com/watch?v=K4vIAsJ__d4,
9902861,ALCIONE,PIOR É QUE EU GOSTO,https://www.youtube.com/watch?v=PIURs4lLgKE,
9902862,ALCIONE,QUE QUERES TU DE MIM,https://www.youtube.com/watch?v=txdGxhmjVx4,
9902863,ALCIONE,SINUCA DE BICO,https://www.youtube.com/watch?v=GYdbMRXAiuM,
9902864,ALCIONE,SUA ESTUPIDEZ,https://www.youtube.com/watch?v=thPMr8L4TTE,
9902865,ALCIONE,SUFOCO,https://www.youtube.com/watch?v=n8RO9iRfA1c,
9902866,ALCIONE,TÔ COM SAUDADE,https://www.youtube.com/watch?v=iRYeeKtZbR4,
9902867,ALCIONE E ALEXANDRE PIRES,PAIXÃO DE DARTAGNAN,https://www.youtube.com/watch?v=Ny_-YQTP8IM,
9902868,ALCIONE E DJAVAN,GOSTOSO VENENO,https://www.youtube.com/watch?v=U7Lg8z5g8E0,
9902869,ALCIONE E LUDMILLA,VOLTA POR CIMA,https://www.youtube.com/watch?v=WsMwbYldUoQ,
9902870,ALCYMAR MONTEIRO,A CANÇÃO DO LENÇO,https://www.youtube.com/watch?v=_cQb1crdFbs,
